  3.0000000e+000	  2.0000000e+000	  2.0000000e+000	  1.5654501e+002	  1.5152075e+002	  1.4944311e+002	  1.4674030e+002	  1.4823809e+002	  1.4955083e+002	  1.5618910e+002	  1.8198293e+002	  2.5152727e+002	  2.9061968e+002	  3.0131150e+002	  3.2256002e+002	  3.2809455e+002	  3.2985935e+002	  2.6740068e+002	  2.3295356e+002	  2.5717954e+002	  2.7263072e+002	  2.6733172e+002	  2.2947957e+002	  1.9105188e+002	  1.5794338e+002	  1.5145438e+002	  1.4580196e+002	
  3.0000000e+000	  3.0000000e+000	  3.0000000e+000	  1.4843798e+002	  1.4667082e+002	  1.4553110e+002	  1.4281531e+002	  1.4656645e+002	  1.4576730e+002	  1.5579876e+002	  1.7360918e+002	  2.4818804e+002	  2.7895096e+002	  3.1716972e+002	  3.2217765e+002	  3.2525042e+002	  3.2694251e+002	  2.8738818e+002	  2.4476060e+002	  2.6589128e+002	  2.6838790e+002	  2.6382488e+002	  2.4214175e+002	  2.0646224e+002	  1.7374746e+002	  1.5286320e+002	  1.5219763e+002	
  3.0000000e+000	  6.0000000e+000	  6.0000000e+000	  1.3700002e+002	  1.3455001e+002	  1.3540579e+002	  1.3602939e+002	  1.3430529e+002	  1.3601168e+002	  1.4196195e+002	  1.4173894e+002	  1.4591896e+002	  1.5294819e+002	  1.5362456e+002	  1.5409974e+002	  1.5933666e+002	  1.5940061e+002	  1.5427407e+002	  1.5283385e+002	  1.5237518e+002	  1.4764163e+002	  1.4898849e+002	  1.5424627e+002	  1.5030456e+002	  1.4740457e+002	  1.3383687e+002	  1.3841182e+002	
  3.0000000e+000	  7.0000000e+000	  7.0000000e+000	  1.3785683e+002	  1.3411917e+002	  1.3271345e+002	  1.3443597e+002	  1.3043779e+002	  1.3601678e+002	  1.4151421e+002	  1.4213915e+002	  1.4813572e+002	  1.5016704e+002	  1.5324697e+002	  1.5383423e+002	  1.5825726e+002	  1.4848604e+002	  1.4613098e+002	  1.4602862e+002	  1.3882700e+002	  1.4038565e+002	  1.3813259e+002	  1.4129879e+002	  1.4070397e+002	  1.3990166e+002	  1.3900095e+002	  1.4076733e+002	
  3.0000000e+000	  8.0000000e+000	  1.0000000e+000	  1.4174509e+002	  1.4046948e+002	  1.4218290e+002	  1.4406725e+002	  1.3857413e+002	  1.4158480e+002	  1.4607704e+002	  1.7293187e+002	  2.4066174e+002	  2.8876389e+002	  3.1603333e+002	  3.2818709e+002	  3.2229840e+002	  3.1905726e+002	  2.7009345e+002	  2.2749416e+002	  2.3923610e+002	  2.4575452e+002	  2.4621855e+002	  2.3008058e+002	  2.0168120e+002	  1.6916305e+002	  1.5820986e+002	  1.6045758e+002	
  3.0000000e+000	  9.0000000e+000	  2.0000000e+000	  1.5042373e+002	  1.5154899e+002	  1.5084716e+002	  1.5483752e+002	  1.5393837e+002	  1.5602047e+002	  1.5603339e+002	  1.9098144e+002	  2.7056456e+002	  2.8022215e+002	  3.0358137e+002	  3.1537852e+002	  3.2233516e+002	  3.0690011e+002	  2.6578007e+002	  2.2578680e+002	  2.3417591e+002	  2.4622916e+002	  2.4811296e+002	  2.2933075e+002	  2.0281648e+002	  1.6549482e+002	  1.5435727e+002	  1.4957908e+002	
  3.0000000e+000	  1.0000000e+001	  3.0000000e+000	  1.5091213e+002	  1.4870491e+002	  1.4769453e+002	  1.4894696e+002	  1.4628435e+002	  1.4569045e+002	  1.5502158e+002	  1.7873465e+002	  2.4910216e+002	  2.8330336e+002	  2.9471309e+002	  3.0570495e+002	  3.0910589e+002	  3.0222560e+002	  2.5601428e+002	  2.1656961e+002	  2.2945463e+002	  2.3813768e+002	  2.3367287e+002	  2.1017091e+002	  1.9789438e+002	  1.5588897e+002	  1.5230931e+002	  1.5303668e+002	
  3.0000000e+000	  1.1000000e+001	  4.0000000e+000	  1.4790476e+002	  1.4671876e+002	  1.4801750e+002	  1.4722123e+002	  1.4377371e+002	  1.4809407e+002	  1.5863051e+002	  1.7417801e+002	  2.5461285e+002	  2.8276606e+002	  3.1341274e+002	  3.2458369e+002	  3.1878807e+002	  3.0941184e+002	  2.6516079e+002	  2.3213541e+002	  2.5358679e+002	  2.6375151e+002	  2.5096273e+002	  2.3149074e+002	  2.0042171e+002	  1.7206286e+002	  1.6108171e+002	  1.5289505e+002	
  3.0000000e+000	  1.2000000e+001	  5.0000000e+000	  1.5645186e+002	  1.5131667e+002	  1.5010266e+002	  1.5888012e+002	  1.5594834e+002	  1.5403259e+002	  1.5969826e+002	  1.7753419e+002	  2.5080451e+002	  2.8520870e+002	  3.1250216e+002	  3.1031248e+002	  3.0356682e+002	  2.9564529e+002	  2.3513445e+002	  1.9465371e+002	  1.9366923e+002	  2.0587890e+002	  2.0861901e+002	  1.9707663e+002	  1.8689079e+002	  1.5567081e+002	  1.4912130e+002	  1.5047335e+002	
  3.0000000e+000	  1.3000000e+001	  6.0000000e+000	  1.5048118e+002	  1.4702713e+002	  1.4622972e+002	  1.4998933e+002	  1.4675773e+002	  1.4800937e+002	  1.5826500e+002	  1.5337791e+002	  1.5921400e+002	  1.6980904e+002	  1.6371297e+002	  1.6660300e+002	  1.6345187e+002	  1.6758216e+002	  1.5860571e+002	  1.6270758e+002	  1.7005882e+002	  1.6732796e+002	  1.6468956e+002	  1.6341031e+002	  1.5211259e+002	  1.4790909e+002	  1.4911790e+002	  1.4298446e+002	
  3.0000000e+000	  1.4000000e+001	  7.0000000e+000	  1.4370576e+002	  1.4339960e+002	  1.4691625e+002	  1.5148331e+002	  1.5047681e+002	  1.4819804e+002	  1.5243510e+002	  1.4845246e+002	  1.5396591e+002	  1.6385445e+002	  1.6334508e+002	  1.6683116e+002	  1.5953472e+002	  1.5344081e+002	  1.4550833e+002	  1.4498294e+002	  1.4003765e+002	  1.4354574e+002	  1.4688560e+002	  1.4675316e+002	  1.4802852e+002	  1.4667887e+002	  1.4524551e+002	  1.4709131e+002	
  3.0000000e+000	  1.5000000e+001	  1.0000000e+000	  1.4635085e+002	  1.4504126e+002	  1.4667898e+002	  1.5325431e+002	  1.5054743e+002	  1.5364094e+002	  1.5660263e+002	  1.7638061e+002	  2.4465608e+002	  2.7920029e+002	  2.9309478e+002	  2.9331242e+002	  2.9806094e+002	  2.9325059e+002	  2.4927893e+002	  2.2007193e+002	  2.3650931e+002	  2.4368144e+002	  2.4483032e+002	  2.2700866e+002	  1.9634862e+002	  1.6297877e+002	  1.5454242e+002	  1.4885638e+002	
